continentName,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_zipCode,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount,city_zipCode,updateTime
亚洲,Asia,中国,China,海南省,Hainan,460000,168,0,162,6,三亚,Sanya,54,0,54,1,460200,2020-03-24T04:19:14Z
北美洲,North America,圣巴泰勒米,Saint Barthelemy,圣巴泰勒米,Saint Barthelemy,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-03-18T04:11:15Z
非洲,Africa,留尼汪,Reunion Island,留尼汪,Reunion Island,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-03-17T05:58:30Z
亚洲,Asia,中国,China,宁夏回族自治区,Ningxia,640000,75,0,75,0,银川,Yinchuan,36,0,36,0,640100,2020-03-16T08:47:05Z
亚洲,Asia,中国,China,宁夏回族自治区,Ningxia,640000,75,0,75,0,吴忠,Wuzhong,28,0,28,0,640300,2020-03-16T08:47:05Z
亚洲,Asia,中国,China,宁夏回族自治区,Ningxia,640000,75,0,75,0,固原,Guyuan,5,0,5,0,640400,2020-03-16T08:47:05Z
亚洲,Asia,中国,China,宁夏回族自治区,Ningxia,640000,75,0,75,0,中卫,Zhongwei,4,0,4,0,640500,2020-03-16T08:47:05Z
亚洲,Asia,中国,China,宁夏回族自治区,Ningxia,640000,75,0,75,0,宁东,Ningdong County,1,0,1,0,0,2020-03-16T08:47:05Z
亚洲,Asia,中国,China,宁夏回族自治区,Ningxia,640000,75,0,75,0,石嘴山,Shizuishan,1,0,1,0,640200,2020-03-16T08:47:05Z
其他,Others,至尊公主邮轮,Grand Princess,至尊公主邮轮,Grand Princess,0,21,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-03-09T04:10:01Z
亚洲,Asia,中国,China,新疆维吾尔自治区,Xinjiang,650000,76,0,73,3,乌鲁木齐,Urumqi,23,0,23,0,650100,2020-03-08T05:31:02Z
亚洲,Asia,中国,China,新疆维吾尔自治区,Xinjiang,650000,76,0,73,3,伊犁州,Yili,18,0,18,0,654000,2020-03-08T05:31:02Z
亚洲,Asia,中国,China,新疆维吾尔自治区,Xinjiang,650000,76,0,73,3,兵团第四师,Xinjiang Production and Construction Corps 4th Division,10,0,9,1,0,2020-03-08T05:31:02Z
亚洲,Asia,中国,China,新疆维吾尔自治区,Xinjiang,650000,76,0,73,3,兵团第八师石河子市,"Shihezi, Xinjiang Production and Construction Corps 8th Division",4,0,3,1,0,2020-03-08T05:31:02Z
亚洲,Asia,中国,China,新疆维吾尔自治区,Xinjiang,650000,76,0,73,3,兵团第九师,Xinjiang Production and Construction Corps 9th Division,4,0,3,1,0,2020-03-08T05:31:02Z
亚洲,Asia,中国,China,新疆维吾尔自治区,Xinjiang,650000,76,0,73,3,昌吉州,Changji,4,0,4,0,0,2020-03-08T05:31:02Z
亚洲,Asia,中国,China,新疆维吾尔自治区,Xinjiang,650000,76,0,73,3,吐鲁番市,Turpan,3,0,3,0,650400,2020-03-08T05:31:02Z
亚洲,Asia,中国,China,新疆维吾尔自治区,Xinjiang,650000,76,0,73,3,巴州,Bayingolin Mongol Autonomous Prefecture,3,0,3,0,511902,2020-03-08T05:31:02Z
亚洲,Asia,中国,China,新疆维吾尔自治区,Xinjiang,650000,76,0,73,3,兵团第十二师,Xinjiang Production and Construction Corps 12th Division,3,0,3,0,0,2020-03-08T05:31:02Z
亚洲,Asia,中国,China,新疆维吾尔自治区,Xinjiang,650000,76,0,73,3,兵团第六师五家渠市,"Wujiaqu, Xinjiang Production and Construction Corps 5th Division",2,0,2,0,0,2020-03-08T05:31:02Z
亚洲,Asia,中国,China,新疆维吾尔自治区,Xinjiang,650000,76,0,73,3,兵团第七师,Xinjiang Production and Construction Corps 7th Division,1,0,1,0,0,2020-03-08T05:31:02Z
亚洲,Asia,中国,China,新疆维吾尔自治区,Xinjiang,650000,76,0,73,3,阿克苏地区,Akesu,1,0,1,0,652900,2020-03-08T05:31:02Z
欧洲,Europe,大不列颠及北爱尔兰联合王国,United Kingdom of Great Britain and Ireland,大不列颠及北爱尔兰联合王国,United Kingdom of Great Britain and Ireland,0,20,0,8,0,NA,NA,NA,NA,NA,NA,NA,2020-02-29T07:11:12Z
欧洲,Europe,英国（含北爱尔兰）,United Kingdom,英国（含北爱尔兰）,United Kingdom,0,20,0,8,0,NA,NA,NA,NA,NA,NA,NA,2020-02-29T05:08:48Z
欧洲,Europe,北爱尔兰,Northern Ireland,北爱尔兰,Northern Ireland,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-02-28T04:33:48Z
亚洲,Asia,中国,China,西藏自治区,Xizang,540000,1,0,1,0,拉萨,Lhasa,1,0,1,0,540100,2020-02-23T11:19:02Z
亚洲,Asia,中国,China,青海省,Qinghai,630000,18,0,18,0,西宁,Xining,15,0,15,0,630100,2020-02-23T11:19:02Z
亚洲,Asia,中国,China,青海省,Qinghai,630000,18,0,18,0,海北州,Haibei,3,0,3,0,632200,2020-02-23T11:19:02Z
