continentName,continentEnglishName,countryName,countryEnglishName,provinceName,provinceEnglishName,province_zipCode,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,cityName,cityEnglishName,city_confirmedCount,city_suspectedCount,city_curedCount,city_deadCount,city_zipCode,updateTime
亚洲,Asia,中国,China,中国,China,951001,84239,0,77934,4642,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:59:38Z
亚洲,Asia,中国,China,澳门,Macau,820000,45,9,22,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:59:38Z
亚洲,Asia,中国,China,香港,Hong Kong,810000,1025,39,630,4,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:59:38Z
欧洲,Europe,西班牙,Spain,西班牙,Spain,965015,200210,0,80587,20852,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:50:32Z
北美洲,North America,美国,United States of America,美国,United States of America,971002,759786,0,70980,40683,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:50:32Z
亚洲,Asia,科威特,Kuwait,科威特,Kuwait,955011,1915,0,305,7,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:35:21Z
欧洲,Europe,葡萄牙,Portugal,葡萄牙,Portugal,965010,20206,0,610,714,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:35:21Z
欧洲,Europe,捷克,Czech Republic,捷克,Czech Republic,963002,6701,0,1298,186,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:35:21Z
亚洲,Asia,孟加拉国,Bangladesh,孟加拉国,Bangladesh,953001,2948,0,85,101,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:35:21Z
亚洲,Asia,泰国,Thailand,泰国,Thailand,952010,2792,0,1999,47,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:35:21Z
非洲,Africa,阿尔及利亚,Algeria,阿尔及利亚,Algeria,981001,2629,0,1047,375,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:35:21Z
亚洲,Asia,印度尼西亚,Indonesia,印度尼西亚,Indonesia,952005,6760,0,747,590,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:35:21Z
亚洲,Asia,巴林,Bahrain,巴林,Bahrain,955004,1895,0,769,7,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:35:21Z
非洲,Africa,摩洛哥,Morocco,摩洛哥,Morocco,981004,2855,0,327,141,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:35:21Z
大洋洲,Oceania,澳大利亚,Australia,澳大利亚,Australia,990001,6586,0,119,69,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:35:21Z
欧洲,Europe,芬兰,Finland,芬兰,Finland,962002,3783,0,10,94,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:35:21Z
欧洲,Europe,比利时,Belgium,比利时,Belgium,961001,39983,0,8757,5828,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:35:21Z
亚洲,Asia,沙特阿拉伯,Saudi Arabia,沙特阿拉伯,Saudi Arabia,955016,9362,0,1398,97,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:35:21Z
南美洲,South America,巴西,Brazil,巴西,Brazil,973003,38654,0,14026,2462,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:35:21Z
南美洲,South America,阿根廷,Argentina,阿根廷,Argentina,973001,2941,0,709,134,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:35:21Z
北美洲,North America,萨尔瓦多,El Salvador,萨尔瓦多,El Salvador,972003,190,0,0,7,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:35:21Z
大洋洲,Oceania,关岛,Guam,关岛,Guam,0,136,0,0,5,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:35:21Z
欧洲,Europe,摩尔多瓦,Moldova,摩尔多瓦,Moldova,964005,2472,0,457,67,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:35:21Z
亚洲,Asia,黎巴嫩,Lebanon,黎巴嫩,Lebanon,955012,673,0,99,21,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
北美洲,North America,牙买加,Jamaica,牙买加,Jamaica,974009,163,0,0,5,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
亚洲,Asia,亚美尼亚,Armenia,亚美尼亚,Armenia,955002,1339,0,580,22,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
亚洲,Asia,格鲁吉亚,Georgia,格鲁吉亚,Georgia,955006,399,0,93,4,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
非洲,Africa,坦桑尼亚,Tanzania,坦桑尼亚,Tanzania,985009,148,0,13,5,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
欧洲,Europe,爱沙尼亚,Estonia,爱沙尼亚,Estonia,964002,1528,0,164,40,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
欧洲,Europe,乌克兰,Ukraine,乌克兰,Ukraine,964007,5710,0,359,151,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
非洲,Africa,科特迪瓦,Ivory Coast,科特迪瓦,Ivory Coast,982004,847,0,260,9,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
欧洲,Europe,挪威,Norway,挪威,Norway,962004,7078,0,0,165,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
非洲,Africa,刚果（布）,NA,刚果（布）,NA,0,160,0,16,6,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
欧洲,Europe,丹麦,Denmark,丹麦,Denmark,962001,7384,0,2748,355,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
欧洲,Europe,白俄罗斯,Belarus,白俄罗斯,Belarus,964001,4779,0,494,47,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
欧洲,Europe,冰岛,Iceland,冰岛,Iceland,962003,1771,0,1328,9,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
非洲,Africa,加蓬,Gabon,加蓬,Gabon,983004,109,0,7,1,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
欧洲,Europe,斯洛文尼亚,Slovenia,斯洛文尼亚,Slovenia,965014,1330,0,192,74,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
亚洲,Asia,乌兹别克斯坦,Uzbekistan,乌兹别克斯坦,Uzbekistan,954005,1543,0,225,5,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
欧洲,Europe,俄罗斯,Russia,俄罗斯,Russia,964006,47121,0,3446,405,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
亚洲,Asia,哈萨克斯坦,Kazakhstan,哈萨克斯坦,Kazakhstan,954001,1735,0,401,19,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
亚洲,Asia,以色列,Israel,以色列,Israel,955009,13654,0,3872,173,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
亚洲,Asia,缅甸,Burma,缅甸,Burma,952001,111,0,7,5,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
亚洲,Asia,新加坡,Singapore,新加坡,Singapore,952009,8014,0,683,11,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
非洲,Africa,马约特,NA,马约特,NA,0,245,0,0,4,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
大洋洲,Oceania,新西兰,New Zealand,新西兰,New Zealand,990007,1105,4,974,12,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
欧洲,Europe,波黑,Bosnia and Herzegovina,波黑,Bosnia and Herzegovina,965003,1268,0,347,49,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
欧洲,Europe,黑山,NA,黑山,NA,965018,308,0,55,5,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
亚洲,Asia,阿曼,Oman,阿曼,Oman,955013,1410,0,238,7,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
欧洲,Europe,立陶宛,Lithuania,立陶宛,Lithuania,964004,1298,0,242,35,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
欧洲,Europe,斯洛伐克,Slovakia,斯洛伐克,Slovakia,963007,1161,0,229,12,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
亚洲,Asia,菲律宾,Philippines,菲律宾,Philippines,952008,6459,0,613,428,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
非洲,Africa,几内亚,Guinea,几内亚,Guinea,0,579,0,87,5,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
亚洲,Asia,卡塔尔,Qatar,卡塔尔,Qatar,955015,5448,0,518,8,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
亚洲,Asia,阿塞拜疆,Azerbaijan,阿塞拜疆,Azerbaijan,955003,1398,0,712,19,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
欧洲,Europe,阿尔巴尼亚,Albania,阿尔巴尼亚,Albania,965001,562,0,277,26,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
非洲,Africa,苏丹,Sudan,苏丹,Sudan,981005,92,0,2,12,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
欧洲,Europe,拉脱维亚,Latvia,拉脱维亚,Latvia,964003,727,0,64,5,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
南美洲,South America,秘鲁,Peru,秘鲁,Peru,973008,15628,0,6811,400,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
亚洲,Asia,吉尔吉斯斯坦,NA,吉尔吉斯斯坦,NA,954002,568,0,201,7,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
非洲,Africa,尼日利亚,Nigeria,尼日利亚,Nigeria,982013,627,0,170,21,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
亚洲,Asia,阿联酋,United Arab Emirates,阿联酋,United Arab Emirates,955019,6781,0,1286,41,NA,NA,NA,NA,NA,NA,NA,2020-04-20T09:29:12Z
亚洲,Asia,中国,China,上海市,Shanghai,310000,638,19,530,7,境外输入,NA,299,4,199,0,0,2020-04-20T07:50:28Z
亚洲,Asia,中国,China,上海市,Shanghai,310000,638,19,530,7,外地来沪,NA,111,0,107,0,0,2020-04-20T07:50:28Z
亚洲,Asia,中国,China,上海市,Shanghai,310000,638,19,530,7,宝山区,Baoshan District,22,0,19,1,310113,2020-04-20T07:50:28Z
亚洲,Asia,中国,China,上海市,Shanghai,310000,638,19,530,7,嘉定区,Jiading District,9,0,7,1,310114,2020-04-20T07:50:28Z
亚洲,Asia,中国,China,上海市,Shanghai,310000,638,19,530,7,浦东新区,Pudong District,61,0,60,1,310115,2020-04-20T07:50:28Z
亚洲,Asia,中国,China,上海市,Shanghai,310000,638,19,530,7,闵行区,Minhang District,19,0,19,0,310112,2020-04-20T07:50:28Z
亚洲,Asia,中国,China,上海市,Shanghai,310000,638,19,530,7,徐汇区,Xuhui District,18,0,17,1,310104,2020-04-20T07:50:28Z
亚洲,Asia,中国,China,上海市,Shanghai,310000,638,19,530,7,静安区,Jing'an District,16,0,15,1,310106,2020-04-20T07:50:28Z
亚洲,Asia,中国,China,上海市,Shanghai,310000,638,19,530,7,松江区,Songjiang District,14,0,14,0,310117,2020-04-20T07:50:28Z
亚洲,Asia,中国,China,上海市,Shanghai,310000,638,19,530,7,长宁区,Changning District,13,0,13,0,310105,2020-04-20T07:50:28Z
亚洲,Asia,中国,China,上海市,Shanghai,310000,638,19,530,7,普陀区,Putuo District,11,0,11,0,310107,2020-04-20T07:50:28Z
亚洲,Asia,中国,China,上海市,Shanghai,310000,638,19,530,7,杨浦区,Yangpu District,9,0,9,0,310110,2020-04-20T07:50:28Z
亚洲,Asia,中国,China,上海市,Shanghai,310000,638,19,530,7,奉贤区,Fengxian District,9,0,9,0,310120,2020-04-20T07:50:28Z
亚洲,Asia,中国,China,上海市,Shanghai,310000,638,19,530,7,虹口区,Hongkou District,7,0,7,0,310109,2020-04-20T07:50:28Z
亚洲,Asia,中国,China,上海市,Shanghai,310000,638,19,530,7,黄浦区,Huangpu District,6,0,6,0,310101,2020-04-20T07:50:28Z
亚洲,Asia,中国,China,上海市,Shanghai,310000,638,19,530,7,青浦区,Qingpu District,6,0,6,0,310118,2020-04-20T07:50:28Z
亚洲,Asia,中国,China,上海市,Shanghai,310000,638,19,530,7,金山区,Jinshan District,4,0,4,0,310116,2020-04-20T07:50:28Z
亚洲,Asia,中国,China,上海市,Shanghai,310000,638,19,530,7,崇明区,Chongming District,4,0,4,0,310151,2020-04-20T07:50:28Z
亚洲,Asia,中国,China,上海市,Shanghai,310000,638,19,530,7,待明确地区,Area not defined,0,0,4,2,0,2020-04-20T07:50:28Z
亚洲,Asia,中国,China,台湾,Taiwan,710000,422,343,189,6,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:38:18Z
南美洲,South America,委内瑞拉,Venezuela,委内瑞拉,Venezuela,0,204,0,0,9,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,圣马力诺,San Marino,圣马力诺,San Marino,965012,455,0,2,39,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
南美洲,South America,法属圭亚那,French Guiana,法属圭亚那,French Guiana,0,96,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
亚洲,Asia,伊朗,Iran,伊朗,Iran,955007,82211,0,57023,5118,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
亚洲,Asia,约旦,Jordan,约旦,Jordan,955010,417,0,276,7,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
亚洲,Asia,印度,India,印度,India,953003,17265,0,2547,543,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
亚洲,Asia,斯里兰卡,SriLanka,斯里兰卡,SriLanka,953007,295,0,96,7,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
大洋洲,Oceania,法属波利尼西亚,French Polynesia,法属波利尼西亚,French Polynesia,0,55,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,根西岛,Guernsey,根西岛,Guernsey,0,236,0,0,9,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,奥地利,Austria,奥地利,Austria,963001,14710,0,10501,452,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,阿鲁巴,NA,阿鲁巴,NA,0,96,0,0,2,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,直布罗陀,Gibraltar,直布罗陀,Gibraltar,0,133,0,0,1,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,爱尔兰,Ireland,爱尔兰,Ireland,961003,15251,0,62,610,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,南非,South Africa,南非,South Africa,984011,3158,0,903,54,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,克罗地亚,Croatia,克罗地亚,Croatia,965005,1871,0,709,47,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,荷属圣马丁,NA,荷属圣马丁,NA,0,57,0,0,9,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,格林那达,NA,格林那达,NA,0,14,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,圣巴泰勒米岛,NA,圣巴泰勒米岛,NA,0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,几内亚比绍,NA,几内亚比绍,NA,982008,50,0,3,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,马拉维,Malawi,马拉维,Malawi,984006,17,0,0,2,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
大洋洲,Oceania,北马里亚纳群岛联邦,NA,北马里亚纳群岛联邦,NA,0,14,0,0,2,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,安圭拉,NA,安圭拉,NA,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,巴拿马,Panama,巴拿马,Panama,972007,4210,0,4,115,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
亚洲,Asia,伊拉克,Iraq,伊拉克,Iraq,955008,1539,0,1009,82,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
亚洲,Asia,不丹,Kingdom of Bhutan,不丹,Kingdom of Bhutan,953002,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
亚洲,Asia,巴基斯坦,Pakistan,巴基斯坦,Pakistan,953006,8348,0,1868,168,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,美属维尔京群岛,NA,美属维尔京群岛,NA,0,53,0,0,3,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,法国,France,法国,France,961002,112606,0,36578,19718,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
南美洲,South America,苏里南,Suriname,苏里南,Suriname,973010,10,0,4,1,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,罗马尼亚,Romania,罗马尼亚,Romania,965011,8746,0,1892,451,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,匈牙利,Hungary,匈牙利,Hungary,963004,1916,0,250,189,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,马恩岛,Isle of Man,马恩岛,Isle of Man,0,291,0,0,4,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,哥斯达黎加,Costa Rica,哥斯达黎加,Costa Rica,972002,649,0,0,4,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,特立尼达和多巴哥,Trinidad and Tobago,特立尼达和多巴哥,Trinidad and Tobago,974013,114,0,0,8,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
亚洲,Asia,老挝,Laos,老挝,Laos,952006,19,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,北马其顿,North Macedonia,北马其顿,North Macedonia,0,1207,0,179,51,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
亚洲,Asia,韩国,Korea,韩国,Korea,951004,10674,0,8114,236,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,瑞典,Sweden,瑞典,Sweden,962005,14510,0,522,1578,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,布隆迪共和国,NA,布隆迪共和国,NA,0,6,0,0,1,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,梵蒂冈,Status Civitatis Vaticanae,梵蒂冈,Status Civitatis Vaticanae,965017,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
亚洲,Asia,东帝汶,NA,东帝汶,NA,952004,19,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,卢旺达,Republic of Rwanda,卢旺达,Republic of Rwanda,985006,144,0,69,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
南美洲,South America,智利,Chile,智利,Chile,973004,10088,0,4338,133,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
南美洲,South America,荷兰加勒比地区,NA,荷兰加勒比地区,NA,0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,多米尼克,NA,多米尼克,NA,974005,16,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,危地马拉,Guatemala,危地马拉,Guatemala,972004,235,0,0,7,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
大洋洲,Oceania,斐济,Fiji,斐济,Fiji,990002,17,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,利比里亚,Liberia,利比里亚,Liberia,982009,81,0,7,7,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
亚洲,Asia,马来西亚,Malaysia,马来西亚,Malaysia,952007,5389,0,3197,89,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,英国,United Kingdom,英国,United Kingdom,961007,120067,0,344,16060,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,库拉索岛,NA,库拉索岛,NA,0,14,0,0,1,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,多哥,Togo,多哥,Togo,982016,84,0,49,5,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,蒙特塞拉特,NA,蒙特塞拉特,NA,0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
南美洲,South America,厄瓜多尔,Ecuador,厄瓜多尔,Ecuador,973006,9022,0,501,456,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,意大利,Italy,意大利,Italy,965008,178972,0,47055,23660,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,佛得角,NA,佛得角,NA,982017,56,0,1,1,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,马里,Mali,马里,Mali,982010,224,0,42,14,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,马提尼克,Martinique,马提尼克,Martinique,0,163,0,0,12,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
亚洲,Asia,柬埔寨,Kampuchea (Cambodia ),柬埔寨,Kampuchea (Cambodia ),952003,122,0,50,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,毛里求斯,Mauritius,毛里求斯,Mauritius,984014,328,0,208,9,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
大洋洲,Oceania,巴布亚新几内亚,Papua New Guinea,巴布亚新几内亚,Papua New Guinea,990009,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,利比亚,Libya,利比亚,Libya,981003,51,0,11,1,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,留尼旺,Reunion,留尼旺,Reunion,0,407,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
南美洲,South America,巴拉圭,Paraguay,巴拉圭,Paraguay,973009,202,0,30,8,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
亚洲,Asia,巴勒斯坦,Palestine,巴勒斯坦,Palestine,955014,320,0,62,2,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,圣多美和普林西比,Sao Tome and Principe,圣多美和普林西比,Sao Tome and Principe,983007,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,埃塞俄比亚,Ethiopia,埃塞俄比亚,Ethiopia,985004,108,0,16,3,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,毛里塔尼亚,The Islamic Republic of Mauritania,毛里塔尼亚,The Islamic Republic of Mauritania,982012,7,0,2,1,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
南美洲,South America,哥伦比亚,Colombia,哥伦比亚,Colombia,973005,3621,0,85,166,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,保加利亚,Bulgaria,保加利亚,Bulgaria,965004,878,0,153,42,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,特克斯和凯科斯群岛,NA,特克斯和凯科斯群岛,NA,0,11,0,0,1,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,泽西岛,Bailiwick of Jersey,泽西岛,Bailiwick of Jersey,0,234,0,0,11,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
亚洲,Asia,土耳其,Turkey,土耳其,Turkey,955018,86306,0,11976,2017,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,巴巴多斯,Barbados,巴巴多斯,Barbados,974003,75,0,0,5,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
亚洲,Asia,阿富汗,Afghanistan,阿富汗,Afghanistan,955001,993,0,131,32,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
南美洲,South America,福克兰群岛,NA,福克兰群岛,NA,0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,墨西哥,Mexico,墨西哥,Mexico,971003,8261,0,1,686,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
亚洲,Asia,尼泊尔,Nepal,尼泊尔,Nepal,953005,31,0,2,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
南美洲,South America,玻利维亚,Bolivia,玻利维亚,Bolivia,973002,493,0,0,31,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,安道尔,Andorra,安道尔,Andorra,965002,713,0,235,36,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,斯威士兰,Swaziland,斯威士兰,Swaziland,984010,22,0,8,1,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
欧洲,Europe,希腊,Greece,希腊,Greece,965007,2235,0,19,110,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,南苏丹,NA,南苏丹,NA,981007,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,巴哈马,Bahamas,巴哈马,Bahamas,974002,54,0,0,9,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
亚洲,Asia,文莱,Brunei,文莱,Brunei,952002,138,0,115,1,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,英属维尔京群岛,NA,英属维尔京群岛,NA,0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,安哥拉,Angola,安哥拉,Angola,984001,24,0,6,2,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
北美洲,North America,海地,Haiti,海地,Haiti,974008,44,0,0,3,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,博茨瓦纳,Botswana,博茨瓦纳,Botswana,984002,15,0,0,1,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
亚洲,Asia,塞浦路斯,Cyprus,塞浦路斯,Cyprus,955005,767,0,0,17,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,津巴布韦,Zimbabwe,津巴布韦,Zimbabwe,984013,25,0,2,3,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
非洲,Africa,刚果（金）,Democratic Republic of the Congo,刚果（金）,Democratic Republic of the Congo,0,332,0,27,25,NA,NA,NA,NA,NA,NA,NA,2020-04-20T07:00:31Z
